earn : [['acq', 0.9973531096758533], ['ship', 0.00225558091314609], ['earn', 0.0003905318549502895], ['interest', 7.765093970115851e-07], ['sugar', 1.0013289533634495e-09], ['money-supply', 3.261545689462897e-11], ['crude', 1.270880782761253e-11], ['trade', 6.104129972153974e-18], ['money-fx', 2.2647026175101725e-19], ['grain', 1.0596273300140461e-19]]
acq : [['acq', 0.999999847287669], ['ship', 1.5271233067079898e-07], ['sugar', 2.2163926048044777e-16], ['crude', 3.2295527886511823e-18], ['interest', 6.819360142126385e-23], ['trade', 2.503105004064626e-26], ['money-supply', 4.174526876257735e-28], ['money-fx', 2.0241435743945532e-30], ['grain', 5.0124909891549215e-31], ['earn', 8.396437223348902e-33]]
acq : [['acq', 0.9999999997990174], ['ship', 2.0084233033030494e-10], ['interest', 1.3340580005688034e-13], ['sugar', 6.721697451531003e-15], ['crude', 1.3444973008896997e-16], ['earn', 4.206971162354988e-18], ['money-fx', 8.245928997460065e-22], ['trade', 3.8115934730417893e-22], ['money-supply', 3.796075365899296e-23], ['grain', 6.239599831828458e-24]]
acq : [['acq', 0.9999408811895117], ['sugar', 2.9207176853319146e-05], ['money-supply', 1.6407683897812006e-05], ['interest', 8.564202145122584e-06], ['money-fx', 2.1526149103850955e-06], ['crude', 9.845941757728187e-07], ['ship', 7.877646958408632e-07], ['grain', 7.042543091468958e-07], ['trade', 2.2193449415803117e-07], ['earn', 8.85850071381701e-08]]
acq : [['crude', 0.9999998672964819], ['acq', 1.3269973538304162e-07], ['ship', 3.781800827916779e-12], ['earn', 7.80754454511687e-16], ['sugar', 1.024191362461135e-17], ['interest', 1.4850145528155662e-19], ['money-supply', 1.772243618443527e-20], ['grain', 4.0142147849154346e-26], ['trade', 3.500774749751645e-26], ['money-fx', 1.984524705387532e-26]]
acq : [['acq', 1.0], ['interest', 2.7709411470197853e-17], ['ship', 3.2770094011990246e-18], ['crude', 1.462904120879109e-20], ['earn', 4.266133606804731e-22], ['money-supply', 2.4491181474782377e-25], ['sugar', 1.9331373678757904e-26], ['money-fx', 9.313943394146015e-30], ['grain', 8.859143870187841e-32], ['trade', 5.471619038689917e-32]]
acq : [['acq', 0.9999999999999998], ['ship', 1.594006421125498e-16], ['crude', 2.610863982678581e-21], ['interest', 3.2791767707158697e-26], ['sugar', 1.1118102323580514e-27], ['money-supply', 2.1091311340950237e-30], ['earn', 8.894406269618978e-32], ['trade', 9.755968293747406e-35], ['money-fx', 8.22909224508727e-35], ['grain', 6.080969641979348e-37]]
acq : [['acq', 0.9999999999944975], ['ship', 5.4831827133663804e-12], ['crude', 1.361420341197083e-14], ['sugar', 4.800691457926601e-15], ['interest', 8.218650794092567e-16], ['earn', 8.569602799457887e-21], ['trade', 3.7943351414290055e-23], ['money-fx', 1.45230800844811e-23], ['grain', 1.5170771826525995e-24], ['money-supply', 7.105455961172444e-26]]
acq : [['ship', 0.9456311533897886], ['acq', 0.05427539675883415], ['sugar', 9.344894184028152e-05], ['crude', 9.089157847727692e-10], ['interest', 5.15136541454499e-13], ['money-supply', 1.0528429267475725e-13], ['grain', 6.000726980574786e-16], ['trade', 1.61824205620887e-16], ['money-fx', 4.558949803720907e-20], ['earn', 4.9646433794390484e-23]]
acq : [['acq', 0.9999999999954021], ['ship', 4.517091657979554e-12], ['earn', 7.953160964626238e-14], ['crude', 1.2618714754649178e-15], ['sugar', 2.3982866087908227e-18], ['interest', 4.101846616303282e-22], ['grain', 5.883173428881793e-24], ['trade', 5.984499843654603e-26], ['money-supply', 4.4791177081008486e-26], ['money-fx', 6.1022503598249406e-30]]
acq : [['acq', 0.9999999996579028], ['ship', 3.4206543147287087e-10], ['crude', 2.5740338093883083e-14], ['interest', 4.001637107159249e-15], ['earn', 1.9142420529582128e-15], ['money-supply', 2.4910208488995962e-20], ['sugar', 1.1223258939846945e-20], ['money-fx', 2.1421158413279826e-24], ['trade', 2.558393074477822e-25], ['grain', 3.759667335758415e-26]]
acq : [['acq', 0.9998505726945572], ['ship', 0.00014942574804906764], ['sugar', 8.671510581926827e-10], ['crude', 6.861201031991791e-10], ['interest', 4.1225091735049586e-12], ['trade', 1.0264761772644102e-16], ['earn', 2.3797597668924964e-19], ['money-supply', 2.0988462294698868e-20], ['grain', 4.4022908356095033e-23], ['money-fx', 3.191968380702516e-25]]
acq : [['acq', 0.997175878772025], ['ship', 0.0028240773639217837], ['crude', 4.370713947588274e-08], ['sugar', 1.5650496157115895e-10], ['money-supply', 2.410785940193348e-13], ['interest', 1.6374509091358239e-13], ['earn', 3.7026863202714755e-15], ['grain', 1.4624820101251836e-18], ['money-fx', 5.808730578450081e-22], ['trade', 9.408579094079927e-23]]
acq : [['acq', 0.9999999999986773], ['ship', 1.3227726247017872e-12], ['earn', 5.709549953538152e-20], ['sugar', 4.316432099232047e-22], ['crude', 8.504551762191116e-23], ['interest', 2.7271831068705503e-25], ['money-supply', 1.97616453718791e-25], ['money-fx', 7.384407486905193e-31], ['grain', 3.038048393370114e-31], ['trade', 2.582265473044635e-32]]
acq : [['ship', 0.965894748120437], ['acq', 0.03285809905391325], ['interest', 0.001239998986440029], ['sugar', 6.82741944529694e-06], ['crude', 3.1252653594772593e-07], ['money-supply', 1.3694646771113481e-08], ['earn', 1.984611246114216e-10], ['trade', 1.0760986803317616e-13], ['money-fx', 1.2979066082920175e-14], ['grain', 1.123079479189861e-16]]
acq : [['sugar', 0.999234331947614], ['ship', 0.0007656680521870736], ['interest', 1.9880969065268128e-13], ['acq', 2.2371901795080438e-20], ['money-supply', 3.7925171884881826e-21], ['crude', 2.531881249111041e-38], ['trade', 1.9744941184055699e-44], ['money-fx', 6.370007511436067e-48], ['grain', 4.074516489741706e-55], ['earn', 6.698655617430899e-127]]
acq : [['acq', 0.9999766502489913], ['crude', 2.279664544055477e-05], ['earn', 3.038615808882286e-07], ['interest', 1.6611061549023443e-07], ['money-supply', 4.451304550993353e-08], ['ship', 1.715412558807418e-08], ['sugar', 1.4017567949346994e-08], ['trade', 5.616614372362652e-09], ['grain', 1.3399049275045555e-09], ['money-fx', 4.921135814285375e-10]]
acq : [['acq', 1.0], ['ship', 1.607165942007952e-18], ['crude', 7.157878728277192e-19], ['sugar', 7.68892114456654e-20], ['earn', 1.91358227933026e-20], ['interest', 2.0080451043346044e-21], ['grain', 1.7715012228882584e-27], ['trade', 1.5133908846616183e-27], ['money-supply', 1.600204125532072e-30], ['money-fx', 1.5395071966217588e-32]]
acq : [['acq', 0.9999999824564602], ['ship', 1.7543534101899313e-08], ['crude', 4.218814892937426e-15], ['sugar', 1.2939213929098877e-15], ['interest', 2.5885495670541083e-16], ['earn', 6.430931883476737e-20], ['grain', 6.898538839472974e-22], ['trade', 3.584570786041597e-22], ['money-supply', 7.155112060719845e-24], ['money-fx', 2.129371250307497e-25]]
acq : [['acq', 0.9993993774012432], ['ship', 0.0005889772842193746], ['crude', 1.1645314534529234e-05], ['interest', 1.6417935564506868e-15], ['trade', 1.3161604715605913e-15], ['sugar', 6.058596186580106e-17], ['money-supply', 1.820562720377971e-24], ['money-fx', 2.0967002324618264e-25], ['grain', 1.7615009180636344e-25], ['earn', 1.9541903977393752e-36]]
acq : [['acq', 0.9999999999877813], ['earn', 1.215906281120673e-11], ['interest', 5.95847339100061e-14], ['ship', 1.0010936131461125e-16], ['money-supply', 9.171653446470671e-17], ['crude', 4.9896198967994995e-17], ['sugar', 1.6192212167217403e-17], ['money-fx', 3.1182967120134565e-23], ['grain', 5.1539717797891616e-24], ['trade', 2.361407596666795e-28]]
acq : [['acq', 0.9999999994900199], ['ship', 3.285210020337679e-10], ['earn', 1.752565493749528e-10], ['interest', 5.555892062693258e-12], ['crude', 3.0787972890211775e-13], ['sugar', 2.8851795793881e-13], ['money-supply', 5.0177652902806524e-14], ['money-fx', 1.7536178744591532e-20], ['grain', 4.664387505872416e-21], ['trade', 3.886188879204328e-24]]
acq : [['ship', 0.9999999999996882], ['sugar', 3.1168880609104725e-13], ['acq', 2.6959641062006932e-21], ['trade', 2.4928522355816116e-21], ['interest', 1.5581124305494506e-23], ['crude', 1.5275792487963115e-23], ['money-supply', 2.4393391085423716e-34], ['grain', 7.520328142064241e-41], ['money-fx', 6.3926222105339194e-43], ['earn', 1.722817811185099e-96]]
acq : [['acq', 0.7628971595812529], ['ship', 0.23710281175589404], ['trade', 2.374507099145404e-08], ['interest', 2.3217409743753407e-09], ['crude', 2.2554499371592478e-09], ['sugar', 3.40449311361053e-10], ['money-fx', 1.4148208696862328e-13], ['money-supply', 4.799146198349275e-16], ['grain', 7.290390914189822e-19], ['earn', 1.0422243630689247e-21]]
acq : [['acq', 0.9924196035239682], ['money-supply', 0.007246309287575103], ['sugar', 0.0001264923202813444], ['interest', 7.281444520295458e-05], ['earn', 6.775230656117794e-05], ['crude', 2.8510063054256498e-05], ['money-fx', 2.0145041157671395e-05], ['grain', 1.4574867927017457e-05], ['trade', 2.86743389583523e-06], ['ship', 9.307103762221554e-07]]
acq : [['acq', 0.999997385877597], ['money-supply', 1.4343258615372813e-06], ['ship', 8.169888645212719e-07], ['sugar', 3.6239781161365373e-07], ['interest', 4.098376393561438e-10], ['earn', 2.7789359496610352e-14], ['crude', 6.67113170974982e-20], ['money-fx', 2.6441644039591367e-30], ['grain', 1.3068516004242534e-32], ['trade', 2.368311863271839e-36]]
acq : [['ship', 0.9989794810882907], ['sugar', 0.0010150001448644484], ['acq', 5.5177070523718715e-06], ['interest', 1.0597922791469317e-09], ['crude', 1.3726103520156303e-16], ['money-supply', 6.355487017080853e-22], ['money-fx', 6.618638828336046e-24], ['trade', 1.7717713996233262e-25], ['grain', 2.187079079722403e-29], ['earn', 3.663961051511359e-48]]
acq : [['acq', 0.9999999999999587], ['ship', 4.1120631553507485e-14], ['interest', 1.6305528730576878e-16], ['earn', 5.846287297822275e-17], ['crude', 2.018924166780575e-18], ['money-supply', 2.2639058719377396e-19], ['money-fx', 1.2802731731388786e-23], ['sugar', 1.8768202277703264e-24], ['trade', 4.6601065319348355e-27], ['grain', 2.89285054747979e-29]]
acq : [['acq', 0.9820722229115767], ['money-supply', 0.0173811945216643], ['earn', 0.0004931807775066242], ['interest', 2.500756057222714e-05], ['sugar', 1.548919264465823e-05], ['crude', 5.717732060989167e-06], ['money-fx', 4.309484531769107e-06], ['grain', 1.5025615904282408e-06], ['ship', 1.0552422523175512e-06], ['trade', 3.2001559982574256e-07]]
acq : [['acq', 0.9999998157947521], ['ship', 1.8420524808752063e-07], ['sugar', 6.679003558285309e-17], ['crude', 3.547613619618984e-17], ['interest', 7.152662463121014e-20], ['money-supply', 7.370801117206778e-23], ['earn', 3.4468339938759777e-25], ['grain', 1.4315954132389603e-29], ['trade', 7.05577039008294e-33], ['money-fx', 1.1516073835711691e-36]]
acq : [['acq', 0.9999999999932825], ['sugar', 5.509683742805736e-12], ['ship', 1.2078111510017332e-12], ['interest', 1.651600014251427e-16], ['crude', 4.44440209334776e-17], ['money-supply', 1.5987647663625137e-19], ['grain', 6.447624834867132e-22], ['money-fx', 5.522932492349887e-28], ['earn', 1.9294139777575623e-30], ['trade', 5.792536324083028e-34]]
acq : [['acq', 0.9999999907842113], ['ship', 4.881213206635176e-09], ['crude', 4.059461411344613e-09], ['sugar', 2.010517155743811e-10], ['earn', 7.380794621045513e-11], ['interest', 2.523069919960202e-13], ['grain', 2.4979335286110503e-15], ['money-fx', 6.040485391273951e-20], ['money-supply', 1.8677524123442437e-20], ['trade', 3.736363410431999e-21]]
acq : [['acq', 0.9999999997144053], ['ship', 2.0194984140673612e-10], ['crude', 8.282608404794225e-11], ['earn', 8.170970568236423e-13], ['sugar', 1.6154992368861176e-15], ['money-supply', 1.441662796793714e-17], ['interest', 3.0070432445413787e-18], ['grain', 2.4262571453736638e-23], ['money-fx', 1.3060489221452877e-25], ['trade', 3.3892210979689685e-28]]
acq : [['acq', 0.9999999999999998], ['interest', 1.5852725721109647e-16], ['ship', 9.408205682983699e-21], ['sugar', 1.29674204357203e-21], ['money-supply', 1.822351592861401e-23], ['earn', 4.994865232364923e-25], ['crude', 1.218453099394901e-27], ['money-fx', 1.0917098861786431e-34], ['trade', 1.0393716706680014e-35], ['grain', 5.159640273478509e-38]]
acq : [['acq', 0.9999999999478688], ['ship', 5.018088018206085e-11], ['earn', 1.917830524657343e-12], ['crude', 3.2286738446300746e-14], ['money-supply', 1.583746272030002e-16], ['sugar', 6.568368361166616e-20], ['interest', 5.1444298731259375e-21], ['grain', 5.3549809492263276e-27], ['trade', 6.160899638032713e-28], ['money-fx', 2.6931452297246307e-32]]
acq : [['acq', 0.9999999999920464], ['ship', 7.170979808809462e-12], ['interest', 7.521967928732484e-13], ['sugar', 3.0470428515174835e-14], ['crude', 3.2121847662478e-17], ['money-supply', 2.319764362783466e-19], ['money-fx', 4.2569427003903e-21], ['earn', 1.6661672910784535e-21], ['trade', 9.00017861682021e-22], ['grain', 5.458977356478801e-24]]
acq : [['acq', 1.0], ['ship', 3.438014189983533e-17], ['sugar', 3.231317247407888e-20], ['crude', 1.0340274882246206e-20], ['interest', 2.4657777717157803e-21], ['grain', 9.363046924324742e-29], ['money-supply', 1.091819386110511e-31], ['earn', 6.269436905315515e-33], ['money-fx', 9.706057481447426e-34], ['trade', 2.845055707402234e-35]]
acq : [['acq', 0.9979882898498834], ['ship', 0.001157260818792997], ['money-supply', 0.0005234289865866103], ['interest', 0.0002656687303747616], ['crude', 3.449439459859023e-05], ['sugar', 2.7708238773165915e-05], ['earn', 1.346963337187504e-06], ['money-fx', 6.66846474887466e-07], ['trade', 6.109924680797527e-07], ['grain', 5.241787103152472e-07]]
acq : [['ship', 0.9999999941365001], ['acq', 3.4294201998381083e-09], ['sugar', 2.4323310483472004e-09], ['interest', 1.5999955679208961e-12], ['crude', 1.482732736587306e-13], ['money-supply', 4.3050418260051215e-16], ['money-fx', 3.504601614256005e-18], ['grain', 2.6139927437331008e-18], ['trade', 2.1139199898357566e-19], ['earn', 2.1160845206136036e-26]]
acq : [['acq', 0.9997210898309771], ['interest', 0.0001331807611976479], ['money-supply', 6.754781403634496e-05], ['sugar', 5.886971715581052e-05], ['grain', 1.0982949988216804e-05], ['ship', 2.632746311696605e-06], ['earn', 2.2419056931561254e-06], ['money-fx', 1.6956786605932763e-06], ['crude', 1.302253523318213e-06], ['trade', 4.5634245615665015e-07]]
acq : [['acq', 0.9999997563410524], ['ship', 2.436588979266994e-07], ['sugar', 4.97113555016038e-14], ['interest', 3.3319491291411824e-17], ['money-supply', 5.95881823086427e-23], ['crude', 1.2219220280497118e-25], ['money-fx', 4.4887957989346857e-32], ['trade', 7.824348697168047e-34], ['grain', 8.691938205514691e-43], ['earn', 1.2887034954773213e-58]]
acq : [['ship', 0.9999999899991506], ['sugar', 1.0000681999305508e-08], ['trade', 1.6643643770520664e-13], ['interest', 8.866106791041471e-16], ['crude', 2.2806467005930817e-19], ['grain', 3.734242662039139e-20], ['money-fx', 1.5933996216263684e-23], ['acq', 5.6981425047885545e-24], ['money-supply', 3.9285309409730975e-31], ['earn', 1.934503165421376e-74]]
acq : [['acq', 0.9999999845180616], ['ship', 1.548127008200969e-08], ['sugar', 5.56541145584467e-13], ['interest', 1.0660295905189297e-13], ['money-supply', 4.816607320320555e-15], ['crude', 3.051290387411599e-16], ['earn', 1.9009933777687876e-16], ['grain', 5.58318429211253e-20], ['money-fx', 2.1842244269554627e-23], ['trade', 8.669515470369273e-25]]
acq : [['acq', 0.9999998098594625], ['earn', 1.901404409526448e-07], ['ship', 5.714370111753299e-14], ['crude', 3.9434153497472214e-14], ['interest', 7.100739858490022e-18], ['money-supply', 6.543689560305346e-20], ['money-fx', 8.469885252329669e-21], ['trade', 1.9783715812459568e-21], ['sugar', 4.253990757327154e-22], ['grain', 1.8791042910127905e-26]]
acq : [['ship', 0.9990161212709971], ['acq', 0.0009147086254224623], ['interest', 6.822111949405237e-05], ['sugar', 5.598342316206535e-07], ['crude', 3.8687056332843687e-07], ['money-supply', 2.27928473092153e-09], ['money-fx', 5.892259690865245e-15], ['grain', 7.032733540777702e-16], ['trade', 6.815345032008405e-17], ['earn', 2.051067415571835e-26]]
acq : [['acq', 0.9999999999902676], ['ship', 6.128218038741989e-12], ['interest', 2.189236943841796e-12], ['crude', 1.1536391282739898e-12], ['money-supply', 2.1796044749970147e-13], ['earn', 4.0348274093826215e-14], ['sugar', 2.8878751156203724e-15], ['money-fx', 2.5414723109954123e-17], ['grain', 5.730599728678384e-19], ['trade', 1.0415570397647513e-22]]
acq : [['acq', 0.9999924605121067], ['ship', 5.625204742527632e-06], ['crude', 1.9142828202049256e-06], ['earn', 3.058269780067125e-13], ['sugar', 1.4239090086954315e-14], ['money-supply', 9.61344015574301e-15], ['interest', 1.11832121193e-15], ['trade', 4.091670890827682e-21], ['money-fx', 1.718656931733709e-22], ['grain', 2.9267632683629505e-23]]
acq : [['acq', 0.9996167310599847], ['ship', 0.00038326893956537025], ['crude', 4.447412017489299e-13], ['sugar', 5.1940186194141755e-15], ['interest', 1.467101363607177e-17], ['money-supply', 1.3466481303664795e-20], ['earn', 7.443587533585625e-21], ['grain', 1.139290782562236e-21], ['trade', 1.0323389391266123e-22], ['money-fx', 4.9860824487639353e-23]]
acq : [['acq', 0.9999999999997562], ['ship', 1.600244139815249e-13], ['earn', 8.378204431539235e-14], ['sugar', 4.699515506133112e-19], ['crude', 4.1843725982651923e-19], ['interest', 4.629037302820392e-24], ['money-supply', 8.088249274955993e-25], ['grain', 9.565136125022936e-28], ['money-fx', 2.0744987305628848e-31], ['trade', 1.9228257169530176e-31]]
acq : [['acq', 0.9994371661626626], ['earn', 0.0005439930146695287], ['crude', 4.838093257606059e-06], ['ship', 4.750422053872818e-06], ['grain', 4.030629953924478e-06], ['sugar', 3.6651319252199126e-06], ['interest', 1.2844847809550692e-06], ['money-supply', 2.4982345051547245e-07], ['trade', 1.9146203420898315e-08], ['money-fx', 3.091042357011819e-09]]
acq : [['acq', 0.9999999999968783], ['ship', 3.1216167045483046e-12], ['sugar', 5.273897677966196e-20], ['interest', 3.1235602262687384e-21], ['crude', 1.6440176980139427e-26], ['money-supply', 1.1742435138096511e-26], ['grain', 5.481948987894204e-29], ['earn', 1.1214554176769196e-30], ['money-fx', 8.206726671384033e-35], ['trade', 5.252387783487829e-38]]
acq : [['ship', 0.9996890307843345], ['acq', 0.0003109657856674059], ['crude', 1.385343821360771e-09], ['sugar', 1.2996539373917599e-09], ['money-supply', 7.432851498830323e-10], ['interest', 1.7068333080206988e-12], ['grain', 8.333101889895299e-15], ['money-fx', 3.3131568924139636e-17], ['trade', 1.0472422479148128e-20], ['earn', 1.9843006820703143e-25]]
